;Alternate Name;Artist;Author;Genre;Name;Plot;Status;Year of Release
2503;Kitsune no Oyome-chan;Batta;Batta;['Fantasy', 'Romance', 'Seinen'];Kitsune no Oyome-chan;;Ongoing;
2504;Fox's Wedding;;;['Comedy', 'Romance', 'Shounen'];Kitsune no Yomeiri;Ousuke is some random geek who seems to have terrible luck. Upon praying to a fox statue his life seems to take an unexpected turn for the better….or the worse.;Ongoing;
2505;Kiwaguro no Brunehilde;OKAMOTO Lynn;OKAMOTO Lynn;['Drama', 'Fantasy', 'Mystery', 'Romance', 'Sci-Fi', 'Seinen'];Kiwaguro no Brynhildr;"When he was a child, Murakami was infatuated with a girl he called Kuroneko. She insisted on knowing about aliens and having met them, but no one believed her, even young Murakami was skeptical. One day, she decides to show him the aliens, but an accident occurs and Kuroneko dies while Murakami is left seriously wounded in the hospital.

Years go by and Murakami obsesses on finding proof of the existence of aliens because of a promise he had made with Kuroneko. Then, one day, a new transfer student comes to his class, who not only looks a lot like Kuroneko, but is named Kuroha Neko!

And even though she insists on never having met Murakami before, the girl has superhuman strength and seems to even be able to predict the future!

How will Murakami's life change now that he has been saved by this mysterious girl that claims to be a magician?";Ongoing;2012
2506;;FUKAKI Shouko;TANAKA Yoshiki;['Action', 'Drama', 'Fantasy', 'Romance', 'Seinen', 'Supernatural'];Klan;"In ancient times, at a lake somewhere in the middle of Eurasia, lived people (??????) with the ability to transform into animals. But soon internal quarrels forced the population apart into four tribes, which then scattered all over the world. Their descendants prospered, including a certain Hidaka, a high school student who would be completely unremarkable if not for his unnatural appetite.

However, a British aristocrat, Earl Linford, wishes to subjugate all clans by establishing the supremacy of his own blood. For he can, after all, transform into a lion, the king of the animal reign.

That is when Renée, a young woman who can turn into a beautiful wolf, enters the picture and endeavors to return Hidaka to his roots.";Ongoing;2010
2507;;Kim Sung Min;Kim Sung Min;['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Shounen'];Knight Run;"In the era of space exploration. Mankind is at war against monsters of unknown origin. The battle is grim, and the future looks bleak. Amidst the chaos, mankind plays their last hand; it's time for the Knights to step into the fray and turn the tide of this war.

Original webcomic";Ongoing;2009
2508;Knights;;Murao, Minoru (Story & Art);['Adventure', 'Drama', 'Historical', 'Shounen'];Knights;Knights is a shounen manga tale about squire Mistletien, called \'Mist\' for short. Taking place in a medieval world in which the church and her representatives are burning people en masse on suspicion of witchcraft, Mist and his organization are taking a stand against the church and the \'Saints\' who are perpetuating the witch hunts. Mist is feared and hated by the village-folk because of his appearence, wearing a mask to disguise himself and going by the moniker \'The Black Knight.\' He travels with Euphemia, a young girl who is as expert with mixing potions and poisons as Mist is with a sword, and together they rescue those who are to be executed on suspicion of witchcraft.;Ongoing;2006
2509;;KATOU Takuji;Amazake No Hisago;['Action', 'Comedy', 'Drama', 'Fantasy', 'Mecha', 'Romance', 'School Life', 'Seinen'];Knights & Magic;A mecha otaku is reincarnated into another world as Ernesti Echevalier (Eru). In this world, exist huge humanoid weapon known as Silhouette Knight. Dreaming of piloting those robots, Eru, with childhood friends, Archid and Adeltrud Olter: together they will aim to become Knight Runner, pilot of Silhoutte Knight.;Ongoing;2016
2510;Knights of Cydonia, Cydonia no Kishi, Sidonia no Kishi;;Nihei, Tsutomu (Story & Art);['Sci-Fi'];Knights of Sidonia;A young man pilot a machine protect a resident area in the universe. However, he has never seen a human before.;Ongoing;2009
2511;Heart wo Uchinomese!;;Asakura, George (Story & Art);['Drama', 'Josei', 'Mature', 'Romance'];Knock Your Heart Out;No matter how many times she sleeps with Arai, Negishi realizes that neither her nor Arai’s feelings were being conveyed. Their sex felt “like” love, but only feeling “like” something wasn’t the same thing as having it. What is Negishi supposed to do in order to get Arai to understand her true feelings?;Ongoing;2002
2512;Koakuma Cafe, Little Devil Cafe, Petit Devil Cafe;;ODA Aya (Story & Art);['Gender Bender', 'Romance', 'Shoujo', 'Smut'];Ko Akuma Cafe;Sakura just has to get close to the super-handsome Chika, so she's willing to take on a job as a waiter. That's right, a waiter. She's so determined that she lies about her gender on her job application. As Sakura gets close to Chika, she discovers that though he's got an angelic face, he's a devilish tease. Will she let that deter her? No way! ;Ongoing;2006
2513;;GOSHIKI Suzu;GOSHIKI Suzu;['Comedy', 'Romance', 'School Life', 'Seinen'];Koaka Head;Itou Takeru was highly unpopular in middle school, but one girl, Watase Nagisa, always treated him with cheerful kindness. Over time, he fell in love with Nagisa, though he never told her. He followed her to the same high school after graduation, determined that he would eventually confess his feelings for her. However, he didn't look at the chosen school too carefully, and he ended up in a special arts class with Nagisa and many other girls. He and his friend Yuto are the only boys in the class, but it isn't the paradise one might expect. Some of the girls are friendly, but some seem determined to make his life a living hell. Will Takeru be able to handle his new high school life, and will he ever tell Nagisa how he feels about her?;Completed;2010
2514;;KIJOU Arito;KIJOU Arito;['Romance', 'Shoujo'];Koakuma Kiss;"From Midnight Scans:

After my Mom got married to her second husband, it made Chinatsu my younger brother. At first, I thought he was surely a perfect brother after seeing his angel-like smile, however, the truth is that he is really a pervert and very ill tempered! I was surprise when I found out my angel-like younger brother is really a little devil?! Will I just allow him to abuse me?!

Includes:
Koakuma Kiss (Kiss by the Small Devil)
Motto Koakuma Kiss (Kisses by the Small Devil)
Motto Motto Koakuma Kiss (More and More Kisses from the Small Devil)
Koakuma kiss -Again- (Kiss by the Small Devil -Again-)
Kimi no Junjou, Otome no Jijou (Your Pure Heart, Maiden's Situation).";Completed;2009
2515;Kobayashi ga Kawaisugite Tsurai!!, Kobayashi Has It Tough Being So Cute!!;IKEYAMADA Go;IKEYAMADA Go;['Comedy', 'Gender Bender', 'Romance', 'School Life', 'Shoujo'];Kobayashi ga Kawai Sugite Tsurai!!;"From Chibi Manga:

This is the beginning of my legendary story! ...the truth is, I'm wearing woman clothes but that's a secret!!";Ongoing;2012
2516;Kochira Katsushika-ku Kamearikouen-mae Hashutsujo, This is the Police Station in Front of Kameari Park in Katsushika Ward;;Akimoto, Osamu (Story & Art);['Comedy', 'Military', 'Shounen', 'Slice of Life'];Kochikame;"The typical Kochikame plot involves Ryo-san coming up with a money-making scheme by inventing a new gadget or capitalizing on a fad, achieving great success, calling on Nakagawa ms help as things turn sour, and finally losing it all as the fad runs out of steam or out of control. While the plots are gag-driven, much of the humor comes from the juxtaposition of mundane characters with the bizarrely incongruous (Nakagawan s wealth, Maria s appeal, everyone s lack of actual police work), most of which is never explained or rationalized in the slightest.

One of the longest running shounen mangas, with over 1500 chapters and still going.";Ongoing;1976
2517;Kochou no Yumeji;Shima;Shima;['Comedy', 'Fantasy', 'Supernatural'];Kochou no Yumeji;"She wakes up finding herself in a town of yokai...
a Japanese style fantasy interwoven with yokai.";Ongoing;2014
2518;;HOSHINO Yukinobu;HOSHINO Yukinobu;['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Seinen'];Kodoku Experiment;"Deronga Five Alpha is a dying unstable planet which according to studies, used to be a very lush planet with all kinds of different species. The current state of the planet is a horrifying place where vicious carnivorous creatures fight in the “survival of the fittest.”

Captain Bagures, the leader of the research spacecraft, is a cold and cruel woman who, despite the warnings, unnecessarily sends a military team down to the planet for research. The end result was a catastrophe with the team being slaughtered by the creatures on the planet. The leader of the team, Cannon, vows vengeance on Bagures before seemingly dying.

Jump to 20 years later, a spaceship comes near Deronga Five Alpha to see the end of the planet. As the planet explodes, a foreign object attaches itself onto the spaceship. As nothing can survive a planetary explosion, the crew investigates the object only to find out it is one of the creatures from the planet Deronga. As the story progresses, the creature goes into a rage after seeing Bagures, now an extremely important person in the military, on the monitor screen. Could this creature be Cannon and how do you stop something that can withstand a planetary explosion?";Ongoing;1999
2519;Kodomo no Iibun;;Sugano, Akira (Story), Ninomiya, Etsumi (Art);['School Life', 'Shounenai'];Kodomo no Iibun;"his is the fourth in a series of stories:
1. Mainichi Seiten
2. Kodomo wa Tomaranai
3. Children`s Time
4. Kodomo no Iibun
5. Isoganaide.
6. Hanaya no Nikai de

Although not specifically `sequels`, this is the order that the stories were written/published in.";Ongoing;2004
2520;A Childs Time, Kojika;;Watashiya, Kaworu (Story & Art);['Comedy', 'Drama', 'Ecchi', 'Romance', 'School Life'];Kodomo no Jikan;Daisuke is a 23 year-old new schoolteacher. He ends up being put in charge of a 3rd grade elementary school class since the previous teacher quit, and in that class there is a girl who is quite a troublemaker--Rin Kokonoe. You could call her a masegaki (used to describe a kid that acts more like an adult in some ways), and she is also part tsundere (though more dere than tsun).;Ongoing;2005
2521;Kodomo no Kamisama;Misu Shinya;Misu Shinya;['Comedy', 'Drama', 'Shounen'];Kodomo no Kamisama;;Ongoing;
2522;A Child's Child, Child of a Child;SASO Akira;SASO Akira;['Drama', 'Mature', 'School Life', 'Seinen', 'Slice of Life'];Kodomo no Kodomo;"From Megchan's Scanlations:

In a small town in Tokyo, the PTA argues about teaching sex ed in elementary school, but what nobody knows is that eleven-year-old Haruna is already pregnant. When she decides not to tell any adults, it's up to her classmates to help her through this ordeal.";Completed;2004
2523;Kodocha, Child\'s Toy;Obana, Miho;Obana, Miho;['Comedy', 'Drama', 'Romance', 'School Life', 'Shoujo', 'Slice of Life'];Kodomo No Omocha;"Sana gets a part in a TV movie, costarring with a hot new actress, but she’ll never get to the studio if she can’t survive the bullies at school. Akito &quot;the Demon&quot; Hayama continues his reign of terror so Sana comes up with a crazy plot to put him in his place. Sana takes advantage of Hayama\'s fear of heights and challenges him to a bungee jumping contest! Maybe the world’s biggest bully will finally back down. 

 A story of growing up, letting go, falling in love, and falling out. It follows the relationships of Sana, Hayama, and friends.";Completed;1994 - 1998
2524;The Shape of Voice;OOIMA Yoshitoki;OOIMA Yoshitoki;['Drama', 'School Life', 'Shounen'];Koe no Katachi;"A one-shot about a grade school class that accepts a girl with impaired hearing. Everything is not as happy as it seems.

Although this one-shot won the 80th Weekly Shounen Magazine Newbie Best Mangaka Award, the vector of the content made it difficult for publication on any manga magazine until it was picked up after months of legal dispute by the February edition of Bessatsu Shounen Magazine, where it won first place.

This one-shot was recently publicized again on the 12th issue of the 2013 Weekly Shounen Magazine and serialized on the 36th-37th double issue of the same year.";Ongoing;2013
2525;Kogan no Mouten;;;['Mystery', 'Shounen'];Kogan no Mouten;;Ongoing;2009
2526;Like and Love and;TSUJITA Ririko;TSUJITA Ririko;['Comedy', 'Romance', 'School Life', 'Shoujo'];Koi dano Ai dano;Aside from being transferred from school to school during her middle school years, Kanoko has entered Takara no Tani High School with Tsubaki. For some reason, she becomes the “Strategist” for Cultural Affairs Department in reference to the Three Kingdoms and ends up joining the Newspaper Club….?!;Ongoing;2009
2527;If Love Be Blind;BEPPU Chizuko;Emma Goldrick;['Josei', 'Romance'];Koi ga Moumoku nara;"From Fictiondb:
She didn't intend to deceive him

When Philomena Peabody met her boss's son, he was suffering temporary snow blindness. ""You sound like somebody's mother;"" Penn Wilderman said, convinced by her no-nonsense attitude that she was ""a sweet little old lady.""

Even after she'd moved into his luxurious mansion to help look after his son, Phil couldn't disillusion Penn about her age.

To help win a custody battle for his teenage son, Phil agreed to marry Penn. But she dreaded facing him once the bandages were off, and he could see his attractive twenty-seven-year-old wife....";Completed;2000
2528;Love, Lightly;Mitsuki Miko;Mitsuki Miko;['Drama', 'Romance', 'School Life', 'Shoujo'];Koi Hirari;The food loving and pure-hearted Sumire Misaki\'s family is moving to the same town where her mother and father met and fell in love. Sumire\'s mother tells her that it\'s a town where she\'ll fall in love, and it she meets her first love in a very unexpected way: the good-looking Kaduki Miyamoto, as he tries to escape from his home. Through an unfortunate set of events, the wheels of fate have begun to turn for Sumire, as Kaduki is more than he appears to be. In fact, he\'s a traditional dancer! Will Sumire\'s first love be a happy one? Or does a bumpy road await her?;Completed;2008
2529;"Love Dog (coco); Love Puppy; Puppy Love (coco)";Coco (coco);Coco (coco);['Comedy', 'Drama', 'Romance', 'School Life', 'Shoujo', 'Slice of Life'];Koi Inu.;Igarashi is now in college. The bittersweet memories that he left behind in childhood are now beginning to awaken when he meets his childhood friend Chiyo-chan again after 10 years. ;Ongoing;2015
2530;It Is Not Love!;NANAJIMA Kana;NANAJIMA Kana;['Comedy', 'Romance', 'School Life', 'Shoujo'];Koi ja Nai no da!;"Because of a strong trauma in the past, Nanno is a coward when it comes to love. When she was a 6th year in elementary school, the boy she loved threw away her love letter. As a result, Nanno thinks she can't love anymore. But she finds she is interested in the boy who joined the same committee as her... However, what will she do when she finds out he is Tsuzuki, the one who caused her trauma?!
";Completed;2008
2531;Koi na shi Ai na shi, No love without affection;TSUJITA Ririko;TSUJITA Ririko;['Comedy', 'Romance', 'School Life', 'Shoujo'];Koi Nashi Ai Nashi;Short comedy spin-off for Koi Dano Ai Dano, follow the quirky adventures of Kanoko and her high school classmates and teachers!;Ongoing;2013
2532;?????, Love s Song;;Akira, Shouko (Story & Art);['Romance', 'School Life', 'Shoujo'];Koi no Uta;This is collection of stories about three girls who projected their feelings onto a particular beautiful poem. Graffiti on a bench, memories of childhood times, thoughts that dont get communicated in a classroom all set the scenes for a lovely collaboration between poet Hamura Hiroshi and shoujo mangas great Akira Shouko! Many poems about love will move you deeply in this poignant collection of stories.;Completed;2004
2533;Koi Shika Dekinaiyo;;Honjou, Rie (Story & Art);['Yaoi'];Koi Shika Dekinai yo;Highschool Teacher Umehara-sensei has been transferred from an all-boys to an girls highschool when he meets his former pupil now university student Hataoka Kei. They start meeting each other to drink together. Umehara-sensei feels a bit weird to drink with his former pupil. But how much weirder would he feel if he could know that Kei has an obsessive love for him to the point where he starts to take up stalking habits ...;Ongoing;2009
2534;Love and a Warship;NISHI Keiko;NISHI Keiko;['Comedy', 'Drama', 'Romance', 'School Life', 'Shoujo', 'Slice of Life'];Koi to Gunkan;"From Aerandria Scans:

Endou Kana is a cheerful school girl who has a secret crush on... the mayor, Minato Kouichi, a perfect gentleman and well-liked leader of the post-war town. With the help of her friend Akira, she investigates him, until the trail leads her to an abandoned-looking house where a strange and scary foreigner lives. He and Kouichi seem to have some kind of relationship, but what is it? Kana's and Akira's take on that question are completely different and there's still a chance both of them are wrong!";Ongoing;2010
2535;Koi to Kai Mono to Seitokai, Koi to Kaimono to Seitokai;Shiraishi Yuki;Shiraishi Yuki;['Romance', 'School Life', 'Shoujo'];Koi to Kemono to Seitokai;A heroine who can see a spirit, sakura! from living with fear being threaten everyday turns into a ikemen paradise students council...? what happening..?;Ongoing;2014
2536;;Tsumugi Musawo;Tsumugi Musawo;['Drama', 'Romance', 'School Life', 'Shounen'];Koi To Uso;Lies are forbidden and love is doubly forbidden. In the near future, when young people in Japan turn sixteen, they are assigned a marriage partner by the government. People don't have to go through the trouble of looking for someone, and everyone accepts that the country will find a compatible partner to make them happy. Yukari Nejima is fifteen years old. He lives in a small corner of the country, and just can't seem to get ahead in life. Both academically and athletically he's below average. But in within him, he hides a heart burning with passion! In this world in which love is forbidden, what will happen to him when he falls in love?;Ongoing;2014
2537;Koi Toka, Kiss Toka, Karada Toka, Koi Toka, Kisu Toka, Karada Toka;CHIBA Kozue;CHIBA Kozue;['Romance', 'Shoujo'];Koi Toka, Kiss Toka, Karada Toka.;"From Chibi Manga:

""I'll grow up a little more this year!?"" I go to the same school as the senpai I've always yearned for. but he is a little careless and a player!?";Ongoing;2013
2538;Love Burial;KUSUNOKI Kei;KUSUNOKI Kei;['Comedy', 'Drama', 'Romance', 'School Life', 'Shoujo', 'Supernatural'];Koi Tomurai;"From RebelliousArt:
Asahi, desperate after the loss of her best friend and boyfriend, came to the abandoned elementary school above the hill. It has been said that it's a cursed place that it will be the last place you will tread in. Those who live will not be able to return. And there, Asahi meets...!?";Completed;2004
2539;Love is like After the Rain, Love is like When the Rain Stops;MAYUZUKI Jun;MAYUZUKI Jun;['Romance', 'School Life', 'Seinen', 'Slice of Life'];Koi wa Ameagari no You ni;;Ongoing;2014
2540;Love is Always Unfinished;TOUDA Yoshimi;TOUDA Yoshimi;['Romance', 'Shoujo'];Koi wa Itsumo Tabekake;Girls who don't treat other girls well are pitiful indeed. Also, they're not consider charming at all. Sometimes they tend to show their kindness in a wrong way. You won't be able to catch anything unless your bait isn't tasty. You have to scatter it well...;Completed;2011
2541;Koi wa Tsuzuku yo Dokomademo;Enjouji Maki;Enjouji Maki;['Comedy', 'Josei', 'Romance', 'Slice of Life'];Koi wa Tsuzuku yo Dokomade mo;"'I want to meet my destined prince!' I worked so hard for that goal, and I get this? How is it possible?! 

Nanase, who chased after her dreams and is now a nurse, has reunited with the doctor she so admired. This is the beginning of her days of happiness! Or that's what she thought until their meeting shakes things up...";Ongoing;
2542;Itoshii, Itoshii - Itoshii Itoshii to Iu Kokoro, Itoshii Itoshii to Iu Kokoro, Koi (SAKURA Roku), Koi - Itoshii Itoshii to Iu Kokoro;SAKURA Roku;SAKURA Roku;['Comedy', 'Drama', 'Romance', 'Shoujo', 'Slice of Life'];Koi. - Itoshii Itoshii to Iu Kokoro;"From AQUA Scans:
During the entrance ceremony of high school, while looking at the rainbow after the rain, the main character Haru met, an unusual girl with an aura of ?air?-?";Ongoing;2013
2543;Koibana! Koiseyo Hanabi;;Nanaji, Nagamu (Story & Art);['Romance', 'School Life', 'Shoujo'];Koibana! Koiseyo Hanabi;Meet Hanabi Marui, our heroine who hates boys more than anything in the world!! When she has to decide which high school to apply to, she does it without giving it any thought - it is going to be an all-girls school! However, life is not always as easy. The school that Hanabi thought would be an all-girls high, turns out to be not only co-ed but also consists of mostly boys! How will Hanabi deal with this situation...?;Ongoing;2007
2544;My Lover is 16 Years Old;YOSHINAGA Yuu;YOSHINAGA Yuu;['Romance', 'Shoujo'];Koibito wa 16-sai;"From Chibi Manga:

Sawaguchi Ruka, is 20 years old and is a 2nd year at a techinical school. During high school she was hurt by ""her first love"" and after that she has not been able to start a new romantic relationship. At that time, by accident she met a ""Soushrou"" a guy that was trying to pick her up—at the beginning she thought that he was irritating but, her ""pain"" disappeared and she started feeling excited and without knowing it, it turned into love. But, there was one thing she didn’t know. You’re ""16"" years old";Ongoing;2010
2545;Koishitagari no Blue, Beloved Blue Wishes, I Want to Love You, Blue Kohishi Tagari no Blue, Koi Shita Gari no Blue, Koi Shitagari no Blue, Koihishi Tagari no Blue;;FUJIWARA Yoshiko (Story & Art);['Drama', 'Romance', 'School Life', 'Shoujo', 'Slice of Life'];Koishi Tagari no Blue;"“Won’t you become my girlfriend?”
On the day of her high school entrance ceremony, Ao got asked that by Riku, a guy that she has only just met. But by that, he meant to ask her to become his fake girlfriend, just to pretend. Ao was surprised by the sudden request, but after knowing Riku’s true feeling, she decided to agree to become his fake girlfriend...? ";Completed;2007
2546;"A Hedgehog in Love; Koi suru Harinezumi";Hinachi Nao;Hinachi Nao;['Comedy', 'Drama', 'Romance', 'School Life', 'Shoujo'];Koisuru Harinezumi;"To change from 'like' to 'love', what strategies must Ozawa use on Kazuki?
Kazuki Heiji is the troublemaker. He gets into fights and is very cold to everyone. Ozawa Kii witnesses a fight between a classmate and Kazuki but he unexpectedly says he wants to become friends? And what's this about 'like' and 'love'...?!";Ongoing;2013
2547;A Herbal Formula for Love, Herbal Medicine Formula for Loving, Koi suru Herb Recipe, Koi suru Herb Shohousen, Koi-Suru Haabu Shohousen, Koisuru Herb Recipe, The Herb Prescription to Love;WASHIO Mie;WASHIO Mie;['Romance', 'Shoujo', 'Slice of Life'];Koisuru Herb Shohousen;"The day after she lost her job, Renge woke up on a bed in a mansion connected to an herb shop. Then two men of the mansion, Koushirou and Chihiro, suddenly implored her to become their housekeeper. However, the owner Akimitsu refuses to accept it at all…

In this cohabiting life with handsome men, a love story is starting to fill this herbal healing space!";Completed;2011
2548;Koi suru Yankee Girl;Orihara Sachiko;Orihara Sachiko;['Comedy', 'Romance', 'School Life', 'Seinen'];Koisuru Yankee Girl;;Ongoing;2016
2549;Koi suru Yankee Girl;Orihara Sachiko;Orihara Sachiko;['Comedy', 'Romance', 'School Life', 'Seinen'];Koisuru Yankee Girl;;Ongoing;2016
2550;"Sky of Love; Love Sky - Sad Love Story, Koizora - Setsunai Koimonogatari, Koizora , Sky of Love,";;Haneda, Ibuki  (Art), Mika (Story);['Drama', 'Romance', 'School Life', 'Shoujo', 'Slice of Life'];Koizora;Mika is just a normal high school student who dreams of having a wonderful love. And then one day, she happens to meet Hiro, the guy of her destiny. While experiencing many sad events, and while getting hurt, the time she spends with him is still one of the most happy moments in her life...;Ongoing;2007
2551;I am right here!;;Tooyama, Ema (Story & Art);['Romance', 'School Life', 'Shoujo'];Koko ni Iru Yo;Hikage is a reclusive 8th grader who no one seems to notice. She finds comfort in her blog, and the the people who comment on it. Everything changes one day when two cute boys notice her. These boys are the most popular kids in the entire school. When one of them tells her something that she\'s always wanted to hear, she might not be as invisible as she thought...;Ongoing;2008
2552;Kokoro Button;;Usami, Maki (Story & Art);['Romance', 'Shoujo'];Kokoro Botan;"During the high school entrance ceremony, Koga Eito from the special class helps Kasuga Niina from her poor health. His gentle manner captivates Niina, making her confess her feeling towards him. Thus, the trials in love of this couple begin.

As time passes, Niina finds it difficult to continue loving him since there are instances when he seems to be playing with her feelings. For her, going out with Koga may bring a grim future to her.

(Source: Midnight Scans)";Ongoing;
2553;Kokoro Connect - Hito Random, Kokoro Connect: Hito Random;CUTEG;ANDA Sadanatsu;['Gender Bender', 'Romance', 'School Life', 'Shounen'];Kokoro Connect;The Culture Research Club of Yamahoshi Academy. The strange events that befall the five boys and girls there, causing their bodies and souls to be swapped around at random. What can be seen from the viewpoint of the others?;Ongoing;2010
2554;Ascension, Koko no Hito, The Climber;SAKAMOTO Shinichi;NABEDA Yoshiro, NITTA Jiro;['Drama', 'Mature', 'Psychological', 'Seinen', 'Sports', 'Tragedy'];Kokou No Hito;"On his first day of transferring to a new high school, a loner named Mori Buntarou, is cajoled by a classmate into climbing the school building. Despite knowing that one misstep could send him spiraling to his death, he moves forward, and upon finally reaching the top, Mori experiences a sense of fulfillment. That feeling, which seems to be telling him, ""You're alive!"" gives birth to an adrenaline for rock-climbing. ";Completed;2007
2555;National Quiz;Katou, Shinkichi;Sugimoto, Reiichi;['Comedy', 'Seinen'];Kokumin Quiz;"In a different world than the one we live in, a world where Japan is the lone superpower of the world, there is a wildly popular game show called the National Quiz. Every night, people dreaming of riches, fame, vengeance and happiness compete on the show, for the chance to be granted a wish, any wish they have: the National Quiz has the power to make your wildest dreams come true. It also has the ability, if you lose, to make your life a living hell.

This is the story of K-i K-ichi (aka prisoner KK47331), a former actor-turned losing National Quiz contestant-turned wildly popular host of the show, and the people and events surrounding him.

From Mangascreener";Completed;1994
2556;Kokushimusou!!;TAJIMA Kazuki;TAJIMA Kazuki;['Shounen'];Kokushi Musou!!;"From MangaHelpers:

There is a hidden island that is a mecca for martial artists. There are different reasons people go there--because they want to become amazing at their art, or simply because they come from a family known for martial arts and they are sent there by their parents. In any case, new arrivals sign a contract that they can't leave for 10 years, and that contract is strictly enforced. Within the complex, there is a forbidden area...

Ro is a new arrival, and he was hoping to hone his skills. However, it seems to him that he's gaining nothing, and is just being required to drag himself down to the level of his inferior peers. One day, he opens the door in the forbidden area, and finds a boy who had been trapped there for ten years. The boy remembers little of his life before, and Ro names him ""Kid."" Kid is determined to leave the complex and search for his father. Maybe if Kid can get help from Ro and other new friends he makes, such as a sad, bullied young girl named Mugi, he will be able to begin his search! [tethysdust]";Ongoing;2013
2557;Sunlight Through Trees Country ~ the duchy, The Country of Sunlight Filtering Through Tree Leaves - le duché;TOKUNOU Shoutarou;TOKUNOU Shoutarou;['Seinen', 'Slice of Life'];Komorebi no Kuni;Manga about the everyday lives of Lulu and her little adventures in the late industrial revolution era.;Ongoing;2009
2558;Komori Quintetto!;Tiv;SUGII Hikaru;['Comedy', 'School Life', 'Shounen'];Komori Quintet!;n order to follow her dreams and be like her mom, Chika sought out her mom’s high school to join the Folk Music Club. However, when she entered the school, the club that her mother made famous no longer existed. Depressed and at a loss for what to do, Chika eventually meets Tenko who wishes to create a band and believes Chika to be the answer. Chika is excited to be able to play in a rock band but... why are the other members all holding string instruments?;Ongoing;2013
2559;Miss Komori can't decline!;COOL Kyoushinsha;COOL Kyoushinsha;['Comedy', 'School Life', 'Seinen', 'Slice of Life'];Komori-san wa Kotowarenai!;"Komori Shuri (14), is a junior high school girl who is too nice to decline requests. Constantly doing favors for other people has granted her incredible powers!?
But even so, she is also an adolescent junior high school girl. 
A Manga overflowing with the ups and downs of everyday life!Komori Shuri (14), is a junior high school girl who is too nice to decline requests. Constantly doing favors for other people has granted her incredible powers!?
But even so, she is also an adolescent junior high school girl. 
A Manga overflowing with the ups and downs of everyday life!";Ongoing;2012
2560;Leaves of the Deep Blue Tree;YUMEKA Sumomo;YUMEKA Sumomo;['Fantasy', 'Romance', 'Supernatural', 'Tragedy'];Kon no Ki Konoha;Only in autumn when the dead leaves flutter about can Akino meet the mysterious boy who lives inside the deep blue tree. ;Completed;2007
2561;;MATSUDA Minami;MATSUDA Minami;['Comedy', 'Sci-Fi'];Konami-chan Panic!;Student/hacker Konami purchases a cordless phone from a door-to-door salesman and finds that it possesses the power to transcend space and time. Gag comedy ensues.;Ongoing;
2562;;MATSUDA Minami;MATSUDA Minami;['Comedy', 'Sci-Fi'];Konami-chan Panic!;Student/hacker Konami purchases a cordless phone from a door-to-door salesman and finds that it possesses the power to transcend space and time. Gag comedy ensues.;Ongoing;
2563;Happy? Happy!, The Happy Province;;Ashihara, Hinako (Story & Art);['Shoujo'];Konbini S;"Contains three Oneshots entitled...
1. Koibini S
--A half-hearted love affair, a worthless friendship. The four people who are bored everyday, encounter an old granny at the convenience store. ""Do you want to work at my house? I'll pay each of you 20,000 yen."" How can such a good deal exist in this world?? (20,000 yen~214 US dollars)
2. Happy? Happy!
--Tomo fell in love with Nagase at first sight during the freshmen ceremony, but Nagase already has a girlfriend in another school...?!
3. The Happy Province
--Decades ago, a writer sold a baby, who is from mixed blood. When a reporter saw this child, he couldn't bear to leave her alone. So, does he intend to bring her to the province filled with happiness??";Completed;2009
2564;Konbini Tenshi;Fujimoto Yuuki;Fujimoto Yuuki;['Romance', 'Shoujo', 'Slice of Life', 'Supernatural'];Konbini Tenshi;"Story 1, Flower Festival: Tae looks forward to spring, when the cherry blossoms bloom and she can play with the spirits of the trees.
";Ongoing;
2565;Kongo Bancho, Kongoh Banchou;;Suzuki, Nakaba (Story & Art);['Action', 'Adventure', 'Comedy', 'Shounen', 'Supernatural'];Kongoh Bancho;Akira Kongou is looking to take down the 23 district project which involves banchou from 23 districts of Tokyo fighting for the right to control Japan. Without meaning to, he becomes a participant with the alias Kongou Banchou and must take down other banchou while searching for the leaders of the project.;Ongoing;2008
2566;Konjiki no Moji Tsukai (Word Master) - Yuusha Yonin ni Makikomareta Unique Cheat, Konjiki no Word Master - Yuusha Yonin ni Makikomareta Unique Cheat, Word Master;OZAKI Yuusuke;TOMOTO Sui;['Action', 'Adventure', 'Comedy', 'Harem', 'Shounen'];Konjiki no Moji Tsukai - Yuusha Yonin ni Makikomareta Unique Cheat;"There has been much conflict between the races of the 'Humas', the 'Gabranth', and the 'Evila'. To combat the 'Evila' race's Demon King, the kingdom summons five high school students from 21st century Japan who have the power of Heroes.

However, only four out of five of those students had the status title of 'Hero'.

Okamura Hiiro was summoned by accident since he sat near the other four students in class. Unlike them, he did not have the title of a 'Hero' but instead he had the title of 'Word Master' and 'Innocent Bystander'. Seeing through the 'Humas' kingdom's deceit and insanity, Hiiro decides that he has no wish to partake in their selfish war. Leaving the castle, Hiiro decides to join the Adventurer's Guild and does whatever he feels like. Who knows? Maybe there is some merit to being a 'Word Master' and an 'Innocent Bystander'.";Ongoing;2014
2567;Konna Joushi ni Okomari Deshitara;SAKURANO Mika;SAKURANO Mika;['Comedy', 'Drama', 'Romance', 'Shoujo'];Konna Joushi ni Okomari Deshitara;;Ongoing;
